Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control
NP_003283.2,12487.0,12744.1,8605.2,11120.7,11207.4,8265.1,6034.5,5876.3,5792.6,12116.6,12168.3,8943.2,9442.5,9021.5,8253.1,9898.7,10484.8,9196.1,7529.0,6818.2,6647.1,7417.8,7316.1,6941.3,5583.8,5104.2,5656.3,10119.192592592593,7047.103703703703,7909.537037037037,11474.474074074076,6837.311111111111,9061.529629629631,10692.192592592593,6785.196296296297,7948.362962962962,11794.437037037036,7143.992592592592,9229.444444444445,9648.607407407408,6396.4740740740735,7165.425925925926,10119.192592592593,7282.418518518521,8232.855555555554,9229.444444444445,6283.100000000001,6837.311111111111,9229.444444444445,6864.822222222221,7230.262962962963,11898.42962962963,9564.87037037037,6785.196296296297
NP_005336.3,8573.4,13834.4,14810.2,7720.0,12906.1,14038.9,4662.3,8380.2,9841.8,7727.1,14378.1,14900.2,7175.7,12072.3,14612.0,8942.8,16711.8,13922.5,6058.7,10635.2,14329.4,5685.3,10855.7,10892.7,3945.9,7278.7,9278.9,8172.422222222223,12436.966666666667,11234.433333333334,8307.244444444443,11898.42962962963,10251.448148148149,8274.34074074074,12200.029629629627,10692.192592592593,8060.100000000001,12353.837037037038,10823.492592592595,8139.481481481481,13895.762962962963,11160.611111111111,9282.651851851851,11015.837037037036,13248.2037037037,6814.37037037037,10429.929629629629,10022.781481481481,7564.737037037037,11084.277777777777,10497.796296296296,8740.355555555556,10309.329629629632,12564.418518518518
NP_009057.1,14594.6,15819.9,5395.0,13924.2,15359.1,4991.4,10823.9,11077.6,4171.8,14692.8,16097.9,5334.5,15850.8,16699.3,5992.3,17157.6,18969.5,5603.6,13594.0,14267.9,5221.7,15300.7,16359.4,5174.0,13253.8,13562.0,4719.0,19181.925925925923,5167.214814814816,14824.999999999998,14291.640740740742,4209.662962962962,12278.437037037034,18933.022222222222,5023.151851851852,14824.999999999998,14948.144444444448,4459.692592592593,12200.029629629627,17819.333333333332,5167.214814814816,14571.251851851852,17607.374074074076,4675.148148148148,14571.251851851852,24420.281481481485,5366.0,18568.188888888883,19842.577777777773,5167.214814814816,15933.725925925924,14685.507407407407,11898.42962962963,4402.655555555557
NP_001367.2,7285.8,7535.1,9814.2,7055.8,7273.6,10177.7,6425.4,5764.2,9439.1,8075.6,8408.8,11533.4,9721.3,9067.9,15158.7,9095.8,9364.5,13868.5,7709.2,7013.1,11666.5,8256.0,8155.6,12768.6,7398.1,6209.7,11901.2,10880.533333333333,12017.033333333335,7778.588888888891,7629.770370370369,8475.962962962964,5912.525925925926,10945.31111111111,12651.851851851852,8060.100000000001,8350.714814814817,9831.225925925928,6530.925925925927,10119.192592592593,11794.437037037036,7304.507407407406,9475.925925925925,10823.492592592595,7441.133333333333,12436.966666666667,13442.214814814817,8555.07037037037,10629.074074074077,13337.844444444441,8139.481481481481,7388.881481481481,5797.711111111112,8102.366666666668
NP_002853.2,12691.0,18517.6,19175.7,12823.2,18375.3,19393.2,9631.6,14107.7,15601.9,13599.9,19948.9,20178.7,17006.6,24687.3,26593.3,13490.4,21971.7,23203.6,15428.9,22388.2,24848.7,16518.8,24626.8,25897.7,12603.0,18542.6,20885.7,16532.951851851853,20150.44074074074,18790.91851851852,12860.803703703705,16147.933333333338,14571.251851851852,20751.60740740741,23429.033333333333,22430.366666666672,13248.2037037037,16147.933333333338,14571.251851851852,20751.60740740741,23946.47407407408,23429.033333333333,13895.762962962963,18347.951851851853,16883.55925925926,22430.366666666672,23946.47407407408,24930.096296296288,22430.366666666672,25408.53333333333,23946.47407407408,12017.033333333335,13755.992592592595,15562.296296296292
NP_000909.2,16715.0,20319.6,17947.5,15638.4,18753.3,17676.9,10886.1,10482.7,11608.9,16760.1,20375.6,18110.5,15437.8,16376.0,17558.7,17631.5,17807.3,15767.2,17441.1,18679.5,20444.6,18768.5,20946.8,20364.4,15212.6,12669.8,16343.1,19549.337037037032,14164.681481481482,13755.992592592595,17256.36296296296,15265.0037037037,14685.507407407407,17256.36296296296,14948.144444444448,14401.688888888886,17607.374074074076,15116.114814814813,15394.77037037037,22922.925925925923,19549.337037037032,19181.925925925923,19181.925925925923,12969.140740740742,14164.681481481482,30714.83333333334,18790.91851851852,17256.36296296296,24930.096296296288,19842.577777777773,20150.44074074074,17101.57777777778,15562.296296296292,14685.507407407407
NP_114032.2,19061.0,41084.5,41272.4,18791.0,38208.2,39394.6,12817.9,24906.8,28372.3,18727.1,41102.8,40632.5,20956.7,41850.6,46367.4,20570.7,40156.8,43868.1,15021.1,30290.8,32971.1,14306.9,29720.6,31343.1,11873.6,21973.5,26583.4,23946.47407407408,34653.944444444445,33501.38148148148,21558.581481481484,30714.83333333334,32645.711111111115,26095.059259259262,35611.351851851854,39220.477777777785,18790.91851851852,30714.83333333334,33501.38148148148,19549.337037037032,28940.625925925917,29886.981481481474,22922.925925925923,32645.711111111115,31653.840740740736,20449.588888888884,33501.38148148148,31653.840740740736,18790.91851851852,29886.981481481474,29886.981481481474,19842.577777777773,33501.38148148148,28940.625925925917
NP_001888.2,6781.7,7398.5,5292.0,6306.4,7084.7,5100.1,4621.6,4831.5,3862.0,6811.8,7360.0,5231.0,6563.4,6752.5,5512.6,6339.7,7629.8,4953.0,7411.4,7078.8,5941.3,7437.2,7857.5,5738.0,6396.2,6283.8,5390.1,8029.751851851852,4768.233333333334,6530.925925925927,6739.077777777779,4292.607407407407,5735.103703703703,7460.844444444443,4675.148148148148,6097.640740740741,6957.603703703702,4339.599999999999,5633.9740740740735,9475.925925925925,5850.407407407408,7412.374074074074,6925.844444444444,4110.318518518519,5968.692592592593,10546.08888888889,5949.203703703704,8641.188888888888,9282.651851851851,5681.281481481481,7747.551851851852,6715.744444444445,5633.9740740740735,4320.081481481481
XP_011543356.1,7303.9,11216.3,10612.6,6669.4,10329.5,9728.8,4836.3,6148.1,7800.0,7244.7,11991.1,10929.0,7332.5,10668.6,11730.0,7615.6,11980.0,12258.2,5033.3,7022.6,8281.4,5125.4,7216.9,7981.0,4191.4,5228.5,7174.5,8475.962962962964,9742.618518518517,8307.244444444443,7261.4740740740735,8139.481481481481,8307.244444444443,8439.825925925927,10022.781481481481,9435.633333333335,7564.737037037037,9354.951851851853,9097.14814814815,6739.077777777779,7702.555555555556,7366.840740740739,7860.492592592594,9796.65925925926,9475.925925925925,7261.4740740740735,8350.714814814817,7064.477777777779,6697.462962962964,7823.748148148147,7143.992592592592,7412.374074074074,8511.614814814813,8707.425925925925
NP_001276674.1,25079.2,32573.8,42856.9,21262.0,29355.3,38583.9,12354.3,18063.7,25603.9,27698.6,33015.1,45579.8,20026.0,28549.3,39622.3,24397.4,32426.9,37535.8,18932.7,24536.5,38189.4,19554.2,25376.4,36145.6,11532.6,18054.7,25205.4,22922.925925925923,30714.83333333334,25408.53333333333,23429.033333333333,28940.625925925917,22922.925925925923,23946.47407407408,32645.711111111115,26870.75925925926,26870.75925925926,32645.711111111115,24420.281481481485,27689.58518518519,34653.944444444445,26095.059259259262,26870.75925925926,29886.981481481474,24420.281481481485,19842.577777777773,29886.981481481474,24420.281481481485,28294.937037037038,35611.351851851854,24420.281481481485,25408.53333333333,23946.47407407408,33501.38148148148
NP_004492.2,1045.9,3848.4,2445.9,763.5,2761.1,1990.7,324.6,1362.6,806.0,979.6,3673.4,2477.8,665.5,2491.9,1732.9,628.9,2504.4,1713.4,476.9,1850.8,1222.3,416.5,1603.2,1008.4,215.8,862.0,574.7,457.6185185185185,1000.774074074074,1840.3962962962962,734.1666666666666,1702.3296296296294,2339.051851851852,636.751851851852,1459.9666666666667,2216.162962962963,913.8259259259258,2105.581481481481,2898.0074074074073,553.3222222222223,1225.037037037037,2002.7814814814815,591.7222222222222,1456.951851851852,2049.237037037037,323.3,726.9407407407408,1154.2259259259258,469.6333333333333,1076.6370370370369,1641.47037037037,964.8333333333336,3039.3074074074075,2062.9074074074074
NP_002145.3,9731.1,19242.5,28737.0,9385.6,19060.4,28657.0,5910.9,11964.2,19261.7,10109.4,20054.1,29817.0,9153.3,19154.8,30071.0,10203.2,16968.6,26933.3,7598.1,16185.6,25797.1,7786.6,16212.9,24684.5,5926.7,12462.4,21851.6,9876.874074074074,24930.096296296288,15789.392592592592,10022.781481481481,22922.925925925923,15265.0037037037,10251.448148148149,24930.096296296288,17101.57777777778,10367.64444444444,22430.366666666672,14824.999999999998,9796.65925925926,24930.096296296288,16883.55925925926,10309.329629629632,20150.44074074074,13519.388888888887,9703.362962962961,26095.059259259262,16883.55925925926,9983.492592592593,24930.096296296288,15789.392592592592,9742.618518518517,14401.688888888886,21558.581481481484
NP_000692.2,8598.1,8500.1,8953.2,8312.8,8141.1,8876.4,6380.3,6534.4,7391.1,8938.5,9184.5,9258.0,10276.4,9688.9,11188.5,11500.6,11002.6,12105.5,9051.4,8496.1,10358.7,10462.5,9994.4,11004.0,8398.0,8060.3,10275.3,10692.192592592593,9229.444444444445,8860.355555555554,8860.355555555554,7366.840740740739,6554.759259259258,11794.437037037036,9613.322222222221,8555.07037037037,9061.529629629631,7597.540740740741,7119.229629629628,11794.437037037036,10309.329629629632,8769.948148148149,11701.985185185184,9564.87037037037,8707.425925925925,14164.681481481482,12017.033333333335,10692.192592592593,13248.2037037037,11160.611111111111,9932.2037037037,8812.366666666665,6530.925925925927,7143.992592592592
XP_016884687.1,3211.3,3982.0,2816.3,3174.9,3802.9,2905.3,2506.0,2626.8,2028.9,3724.6,4017.8,2861.0,4094.4,5155.4,3132.7,3764.5,4735.5,3088.4,3132.3,3520.2,2410.6,3655.0,4320.9,2711.3,2929.1,3282.8,2268.2,4034.5962962962967,2551.82962962963,3560.5259259259246,3276.007407407407,2477.014814814814,3140.474074074074,4569.633333333333,2670.077777777778,4605.774074074075,3653.17037037037,2448.581481481482,3172.0370370370365,3925.122222222222,2413.5851851851858,3770.092592592593,3827.3814814814814,2576.4925925925927,3688.288888888888,5008.0888888888885,2649.3370370370367,4569.633333333333,4535.985185185186,2751.755555555556,4380.296296296296,3147.0074074074078,3133.814814814815,2353.9185185185183
NP_001002858.1,16679.0,19989.2,14552.9,15674.1,18992.0,14547.6,10281.7,11602.3,10207.8,16670.0,20609.9,15835.3,15567.3,17972.9,15635.2,18450.0,20879.0,15242.1,16300.4,18420.4,17187.1,14068.5,17361.2,14304.4,10517.4,11164.9,10629.0,17607.374074074076,12860.803703703705,15562.296296296292,17458.574074074073,12511.692592592595,14824.999999999998,17819.333333333332,13039.214814814817,15933.725925925924,17458.574074074073,13628.903703703703,15789.392592592592,21249.037037037036,16532.951851851853,18790.91851851852,19842.577777777773,12278.437037037034,16532.951851851853,17819.333333333332,12511.692592592595,14685.507407407407,18347.951851851853,14824.999999999998,17101.57777777778,16883.55925925926,15265.0037037037,12353.837037037038
NP_001609.2,7742.3,19275.5,14736.8,7271.5,18165.2,14582.2,6519.8,13206.9,10317.1,7320.6,18841.5,14393.5,8816.0,19493.2,15901.5,8648.2,20829.1,16352.0,5849.0,13203.4,10063.1,4923.1,12519.5,9658.6,4578.8,9811.3,7236.1,11234.433333333334,13248.2037037037,17458.574074074073,7909.537037037037,12564.418518518518,14291.640740740742,9831.225925925928,13248.2037037037,17607.374074074076,7673.2037037037035,12098.75925925926,14164.681481481482,7778.588888888891,9876.874074074074,13248.2037037037,8860.355555555554,13337.844444444441,16366.08148148148,7823.748148148147,8439.825925925927,13039.214814814817,6237.085185185185,9509.92962962963,12564.418518518518,7909.537037037037,14571.251851851852,12511.692592592595
NP_001596.2,6383.7,13654.8,14334.2,6471.4,13758.4,14231.3,5424.9,11123.4,12705.3,6904.9,14784.6,15064.0,8620.1,16931.8,19168.1,9239.6,20391.9,20469.0,7248.7,14343.7,16338.2,7554.9,15577.3,16794.3,5733.9,11938.8,14316.7,9097.14814814815,16147.933333333338,15116.114814814813,6837.311111111111,12200.029629629627,10880.533333333333,9703.362962962961,16366.08148148148,15265.0037037037,7047.103703703703,12736.129629629631,11160.611111111111,9282.651851851851,15394.77037037037,14824.999999999998,9613.322222222221,16147.933333333338,16147.933333333338,9435.633333333335,16883.55925925926,16147.933333333338,9435.633333333335,16366.08148148148,14824.999999999998,6418.774074074074,10209.6,12017.033333333335
NP_004902.1,8811.3,16405.9,23991.7,8428.4,15519.4,21948.4,5806.0,9822.5,14073.2,9167.9,17129.4,21702.0,7809.8,13889.3,20473.5,8693.4,16383.7,21012.5,7885.6,14445.4,21229.6,9238.0,17438.9,24071.3,7138.7,12847.0,21216.1,9796.65925925926,18347.951851851853,13151.840740740741,8981.303703703705,17458.574074074073,12436.966666666667,8950.381481481481,18126.84074074074,12436.966666666667,9282.651851851851,17256.36296296296,12860.803703703705,10429.929629629629,20751.60740740741,15116.114814814813,8981.303703703705,16883.55925925926,13151.840740740741,11898.42962962963,25408.53333333333,17607.374074074076,11617.407407407407,23946.47407407408,17256.36296296296,8981.303703703705,12353.837037037038,18568.188888888883
NP_001121089.1,13095.0,22810.3,21719.5,13050.5,21938.4,21380.0,10529.0,15215.6,15222.9,13589.6,23143.9,23724.6,15657.0,23374.0,24011.9,17217.9,28458.7,30194.3,14003.3,20522.9,21561.9,14753.8,22610.7,23506.4,13721.5,19500.4,20236.4,18126.84074074074,19549.337037037032,20945.029629629626,13151.840740740741,17101.57777777778,17607.374074074076,18347.951851851853,20449.588888888884,21249.037037037036,13151.840740740741,19181.925925925923,17607.374074074076,18126.84074074074,22430.366666666672,20945.029629629626,17819.333333333332,22922.925925925923,21558.581481481484,24930.096296296288,23429.033333333333,26870.75925925926,18933.022222222222,22922.925925925923,21249.037037037036,12353.837037037038,17458.574074074073,16683.95185185185
NP_821133.1,2496.0,3013.7,5493.7,2412.5,3054.7,5349.4,1968.2,2547.7,5074.2,2452.4,3090.6,5265.3,2710.2,3542.2,6671.6,2766.7,4151.9,7020.4,2085.7,2732.1,5413.1,1873.7,2531.0,4506.6,1668.4,2202.0,4391.4,3095.2259259259267,6258.611111111111,3437.7333333333336,2410.274074074074,4468.75925925926,2556.3296296296294,2847.192592592592,5496.5148148148155,3167.0407407407406,2374.0740740740735,4415.037037037036,2510.4111111111115,2621.3370370370367,5351.625925925926,2902.448148148148,2761.3185185185175,5650.722222222223,3282.3037037037043,2631.8222222222225,5075.533333333332,2970.4555555555557,2225.314814814814,4506.688888888889,2539.962962962963,2394.618518518519,2410.274074074074,4481.355555555554
NP_001138880.1,16937.6,12111.1,11507.3,15538.6,11145.6,10531.5,9904.6,7234.1,6676.2,15919.6,11745.2,10780.7,14950.4,10637.7,10623.1,15868.0,11461.7,9732.1,11485.0,8492.8,8485.7,11254.1,8416.4,7830.8,8381.8,6376.8,5985.9,16883.55925925926,8139.481481481481,9564.87037037037,16683.95185185185,9131.351851851852,8950.381481481481,16683.95185185185,8740.355555555556,9384.155555555555,16683.95185185185,8950.381481481481,8950.381481481481,15116.114814814813,7823.748148148147,8707.425925925925,16883.55925925926,7629.770370370369,9131.351851851852,14060.351851851852,6739.077777777779,8860.355555555554,14401.688888888886,7597.540740740741,8511.614814814813,17819.333333333332,9131.351851851852,9613.322222222221
NP_006073.2,5793.3,11486.4,14511.2,5714.5,10996.1,15346.2,4032.0,8162.9,11925.1,5967.8,12208.5,15844.9,6007.3,11730.2,17388.6,5316.8,13070.3,19725.1,5491.4,10135.6,14860.8,4756.5,9904.2,13700.1,3431.0,6815.7,11398.0,7119.229629629628,14824.999999999998,10945.31111111111,6030.937037037038,13755.992592592595,8677.47777777778,6957.603703703702,14685.507407407407,10309.329629629632,6097.640740740741,13755.992592592595,9282.651851851851,7366.840740740739,14401.688888888886,10546.08888888889,5666.77037037037,15562.296296296292,9932.2037037037,5761.807407407408,13151.840740740741,9131.351851851852,6136.559259259258,13895.762962962963,9796.65925925926,5778.377777777779,8740.355555555556,12278.437037037034
NP_001129171.1,19260.4,19338.0,14488.1,17774.8,18277.6,13404.3,11035.9,11345.9,9098.6,19934.9,20085.2,12861.6,14646.2,16031.9,12313.7,19761.4,19612.7,13757.2,14769.7,15908.9,11564.7,15244.8,16130.8,10567.3,10693.3,11214.1,9488.8,20150.44074074074,11617.407407407407,15394.77037037037,19181.925925925923,11617.407407407407,14401.688888888886,16366.08148148148,10546.08888888889,13895.762962962963,20945.029629629626,10880.533333333333,14948.144444444448,19181.925925925923,11701.985185185184,16147.933333333338,21977.929629629627,10692.192592592593,15394.77037037037,18126.84074074074,10945.31111111111,14824.999999999998,19549.337037037032,10629.074074074077,15562.296296296292,20449.588888888884,14685.507407407407,12200.029629629627
XP_005268559.1,16780.7,7226.5,30724.9,15862.0,7080.1,29449.6,7588.5,3518.4,13502.7,15905.0,7025.1,28564.9,11755.6,5153.0,19785.8,13107.4,6365.0,23638.2,9629.7,4249.0,16873.6,10121.5,4482.9,16596.1,7011.2,3162.3,12354.1,12511.692592592595,17607.374074074076,4886.344444444444,17607.374074074076,23429.033333333333,5720.714814814815,13628.903703703703,17101.57777777778,4594.27037037037,16532.951851851853,21558.581481481484,5403.166666666668,12436.966666666667,15789.392592592592,4535.985185185186,13519.388888888887,18790.91851851852,4863.7,11553.196296296295,14401.688888888886,4380.296296296296,12651.851851851852,15933.725925925924,4506.688888888889,17256.36296296296,5496.5148148148155,23429.033333333333
NP_006576.2,10758.8,15422.2,11651.7,10398.2,14756.5,11150.3,7149.7,10693.5,8956.2,10698.2,15898.6,12127.6,10724.9,15282.2,13001.4,12464.4,17899.8,13355.6,9051.0,13271.5,11424.1,9253.8,13307.2,10288.7,6987.7,10269.4,9021.2,12200.029629629627,11234.433333333334,14060.351851851852,11015.837037037036,9475.925925925925,11898.42962962963,12017.033333333335,11084.277777777777,13628.903703703703,10823.492592592595,10309.329629629632,12098.75925925926,11701.985185185184,11474.474074074076,13442.214814814817,12860.803703703705,10309.329629629632,14401.688888888886,11474.474074074076,10119.192592592593,13755.992592592595,11701.985185185184,10169.025925925924,12969.140740740742,10880.533333333333,11553.196296296295,9796.65925925926
